date,state,positive
20200317,Hubei,67799
20200317,Hunan,1018
20200317,Inner Mongolia,75
20200317,Jiangsu,631
20200317,Jiangxi,935
20200317,Jilin,93
20200317,Liaoning,125
20200317,Ningxia,75
20200317,Shaanxi,246
20200317,Shandong,761
20200317,Shanghai,358
20200317,Shanxi,133
20200317,Sichuan,540
20200317,Tianjin,136
20200317,Xinjiang,76
20200317,Yunnan,176
20200317,Zhejiang,1232
20200318,Anhui,990
20200318,Beijing,469
20200318,Chongqing,576
20200318,Fujian,296
20200318,Gansu,133
20200318,Guangdong,1370
20200318,Guangxi,253
20200318,Guizhou,146
20200318,Hainan,168
20200318,Hebei,318
20200318,Heilongjiang,482
20200318,Henan,1273
20200318,Hong Kong,181
20200318,Hubei,67800
20200318,Hunan,1018
20200318,Inner Mongolia,75
20200318,Jiangsu,631
20200318,Jiangxi,935
20200318,Jilin,93
20200318,Liaoning,125
20200318,Ningxia,75
20200318,Shaanxi,246
20200318,Shandong,761
20200318,Shanghai,361
20200318,Shanxi,133
20200318,Sichuan,540
20200318,Tianjin,136
20200318,Xinjiang,76
20200318,Yunnan,176
20200318,Zhejiang,1232
20200319,Anhui,990
20200319,Beijing,480
20200319,Chongqing,576
20200319,Fujian,296
20200319,Gansu,134
20200319,Guangdong,1378
20200319,Guangxi,253
20200319,Guizhou,146
20200319,Hainan,168
20200319,Hebei,318
20200319,Heilongjiang,483
20200319,Henan,1273
20200319,Hong Kong,208
20200319,Hubei,67800
20200319,Hunan,1018
20200319,Inner Mongolia,75
20200319,Jiangsu,631
20200319,Jiangxi,935
20200319,Jilin,93
20200319,Liaoning,125
20200319,Ningxia,75
20200319,Shaanxi,246
20200319,Shandong,761
20200319,Shanghai,363
20200319,Shanxi,133
20200319,Sichuan,540
20200319,Tianjin,137
20200319,Xinjiang,76
20200319,Yunnan,176
20200319,Zhejiang,1233
20200320,Anhui,990
20200320,Beijing,491
20200320,Chongqing,576
20200320,Fujian,299
20200320,Gansu,134
20200320,Guangdong,1395
20200320,Guangxi,254
20200320,Guizhou,146
20200320,Hainan,168
20200320,Hebei,318
20200320,Heilongjiang,484
20200320,Henan,1273
20200320,Hong Kong,256
20200320,Hubei,67800
20200320,Hunan,1018
20200320,Inner Mongolia,75
20200320,Jiangsu,631
20200320,Jiangxi,935
20200320,Jilin,93
20200320,Liaoning,126
20200320,Ningxia,75
20200320,Shaanxi,247
20200320,Shandong,762
20200320,Shanghai,371
20200320,Shanxi,133
20200320,Sichuan,541
20200320,Tianjin,137
20200320,Xinjiang,76
20200320,Yunnan,176
20200320,Zhejiang,1234
20200321,Anhui,990
20200321,Beijing,504
20200321,Chongqing,576
20200321,Fujian,303
20200321,Gansu,134
20200321,Guangdong,1400
20200321,Guangxi,254
20200321,Guizhou,146
20200321,Hainan,168
20200321,Hebei,318
20200321,Heilongjiang,484
20200321,Henan,1273
20200321,Hong Kong,273
20200321,Hubei,67800
20200321,Hunan,1018
20200321,Inner Mongolia,75
20200321,Jiangsu,631
20200321,Jiangxi,935
20200321,Jilin,93
20200321,Liaoning,126
20200321,Ningxia,75
20200321,Shaanxi,248
20200321,Shandong,764
20200321,Shanghai,380
20200321,Shanxi,133
20200321,Sichuan,542
20200321,Tianjin,137
20200321,Xinjiang,76
20200321,Yunnan,176
20200321,Zhejiang,1236
20200322,Anhui,990
20200322,Beijing,522
20200322,Chongqing,577
20200322,Fujian,313
20200322,Gansu,136
20200322,Guangdong,1413
20200322,Guangxi,254
20200322,Guizhou,146
20200322,Hainan,168
20200322,Hebei,319
20200322,Heilongjiang,484
20200322,Henan,1274
20200322,Hong Kong,317
20200322,Hubei,67800
20200322,Hunan,1018
20200322,Inner Mongolia,75
20200322,Jiangsu,633
20200322,Jiangxi,936
20200322,Jilin,93
20200322,Liaoning,127
20200322,Ningxia,75
20200322,Shaanxi,248
20200322,Shandong,767
20200322,Shanghai,404
20200322,Shanxi,133
20200322,Sichuan,543
20200322,Tianjin,137
20200322,Xinjiang,76
20200322,Yunnan,176
20200322,Zhejiang,1238
20200323,Anhui,990
20200323,Beijing,537
20200323,Chongqing,578
20200323,Fujian,313
20200323,Gansu,136
20200323,Guangdong,1415
20200323,Guangxi,254
20200323,Guizhou,146
20200323,Hainan,168
20200323,Hebei,319
20200323,Heilongjiang,484
20200323,Henan,1274
20200323,Hong Kong,356
20200323,Hubei,67800
20200323,Hunan,1018
20200323,Inner Mongolia,75
20200323,Jiangsu,633
20200323,Jiangxi,936
20200323,Jilin,93
20200323,Liaoning,127
20200323,Ningxia,75
20200323,Shaanxi,248
20200323,Shandong,768
20200323,Shanghai,404
20200323,Shanxi,134
20200323,Sichuan,543
20200323,Tianjin,141
20200323,Xinjiang,76
20200323,Yunnan,176
20200323,Zhejiang,1238
20200324,Anhui,990
20200324,Beijing,558
20200324,Chongqing,578
20200324,Fujian,318
20200324,Gansu,136
20200324,Guangdong,1428
20200324,Guangxi,254
20200324,Guizhou,146
20200324,Hainan,168
20200324,Hebei,319
20200324,Heilongjiang,484
20200324,Henan,1274
20200324,Hong Kong,386
20200324,Hubei,67801
20200324,Hunan,1018
20200324,Inner Mongolia,75
20200324,Jiangsu,636
20200324,Jiangxi,936
20200324,Jilin,93
20200324,Liaoning,127
20200324,Ningxia,75
20200324,Shaanxi,249
20200324,Shandong,768
20200324,Shanghai,414
20200324,Shanxi,134
20200324,Sichuan,545
20200324,Tianjin,145
20200324,Xinjiang,76
20200324,Yunnan,176
20200324,Zhejiang,1240
20200325,Anhui,990
20200325,Beijing,561
20200325,Chongqing,578
20200325,Fujian,322
20200325,Gansu,136
20200325,Guangdong,1433
20200325,Guangxi,254
20200325,Guizhou,146
20200325,Hainan,168
20200325,Hebei,319
20200325,Heilongjiang,484
20200325,Henan,1274
20200325,Hong Kong,410
20200325,Hubei,67801
20200325,Hunan,1018
20200325,Inner Mongolia,77
20200325,Jiangsu,638
20200325,Jiangxi,936
20200325,Jilin,94
20200325,Liaoning,127
20200325,Ningxia,75
20200325,Shaanxi,250
20200325,Shandong,769
20200325,Shanghai,433
20200325,Shanxi,134
20200325,Sichuan,547
20200325,Tianjin,145
20200325,Xinjiang,76
20200325,Yunnan,176
20200325,Zhejiang,1241
20200326,Anhui,990
20200326,Beijing,566
20200326,Chongqing,578
20200326,Fujian,328
20200326,Gansu,136
20200326,Guangdong,1448
20200326,Guangxi,254
20200326,Guizhou,146
20200326,Hainan,168
20200326,Hebei,319
20200326,Heilongjiang,484
20200326,Henan,1275
20200326,Hong Kong,453
20200326,Hubei,67801
20200326,Hunan,1018
20200326,Inner Mongolia,89
20200326,Jiangsu,640
20200326,Jiangxi,936
20200326,Jilin,95
20200326,Liaoning,128
20200326,Ningxia,75
20200326,Shaanxi,253
20200326,Shandong,771
20200326,Shanghai,451
20200326,Shanxi,135
20200326,Sichuan,547
20200326,Tianjin,151
20200326,Xinjiang,76
20200326,Yunnan,178
20200326,Zhejiang,1243
20200327,Anhui,990
20200327,Beijing,569
20200327,Chongqing,578
20200327,Fujian,331
20200327,Gansu,136
20200327,Guangdong,1456
20200327,Guangxi,254
20200327,Guizhou,146
20200327,Hainan,168
20200327,Hebei,319
20200327,Heilongjiang,484
20200327,Henan,1275
20200327,Hong Kong,519
20200327,Hubei,67801
20200327,Hunan,1018
20200327,Inner Mongolia,92
20200327,Jiangsu,641
20200327,Jiangxi,936
20200327,Jilin,95
20200327,Liaoning,128
20200327,Ningxia,75
20200327,Shaanxi,253
20200327,Shandong,772
20200327,Shanghai,468
20200327,Shanxi,135
20200327,Sichuan,548
20200327,Tianjin,155
20200327,Xinjiang,76
20200327,Yunnan,180
20200327,Zhejiang,1247
20200328,Anhui,990
20200328,Beijing,573
20200328,Chongqing,578
20200328,Fujian,337
20200328,Gansu,136
20200328,Guangdong,1467
20200328,Guangxi,254
20200328,Guizhou,146
20200328,Hainan,168
20200328,Hebei,319
20200328,Heilongjiang,484
20200328,Henan,1275
20200328,Hong Kong,561
20200328,Hubei,67801
20200328,Hunan,1018
20200328,Inner Mongolia,94
20200328,Jiangsu,641
20200328,Jiangxi,936
20200328,Jilin,97
20200328,Liaoning,132
20200328,Ningxia,75
20200328,Shaanxi,253
20200328,Shandong,772
20200328,Shanghai,485
20200328,Shanxi,135
20200328,Sichuan,548
20200328,Tianjin,161
20200328,Xinjiang,76
20200328,Yunnan,180
20200328,Zhejiang,1251
20200329,Anhui,990
20200329,Beijing,577
20200329,Chongqing,579
20200329,Fujian,338
20200329,Gansu,138
20200329,Guangdong,1475
20200329,Guangxi,254
20200329,Guizhou,146
20200329,Hainan,168
20200329,Hebei,319
20200329,Heilongjiang,484
20200329,Henan,1276
20200329,Hong Kong,641
20200329,Hubei,67801
20200329,Hunan,1018
20200329,Inner Mongolia,95
20200329,Jiangsu,644
20200329,Jiangxi,937
20200329,Jilin,98
20200329,Liaoning,134
20200329,Ningxia,75
20200329,Shaanxi,253
20200329,Shandong,772
20200329,Shanghai,492
20200329,Shanxi,136
20200329,Sichuan,550
20200329,Tianjin,166
20200329,Xinjiang,76
20200329,Yunnan,180
20200329,Zhejiang,1254
20200330,Anhui,990
20200330,Beijing,577
20200330,Chongqing,579
20200330,Fujian,340
20200330,Gansu,138
20200330,Guangdong,1484
20200330,Guangxi,254
20200330,Guizhou,146
20200330,Hainan,168
20200330,Hebei,321
20200330,Heilongjiang,484
20200330,Henan,1276
20200330,Hong Kong,682
20200330,Hubei,67801
20200330,Hunan,1018
20200330,Inner Mongolia,97
20200330,Jiangsu,645
20200330,Jiangxi,937
20200330,Jilin,98
20200330,Liaoning,136
20200330,Ningxia,75
20200330,Shaanxi,253
20200330,Shandong,773
20200330,Shanghai,498
20200330,Shanxi,136
20200330,Sichuan,550
20200330,Tianjin,174
20200330,Xinjiang,76
20200330,Yunnan,180
20200330,Zhejiang,1255
20200331,Anhui,990
20200331,Beijing,580
20200331,Chongqing,579
20200331,Fujian,343
20200331,Gansu,138
20200331,Guangdong,1494
20200331,Guangxi,254
20200331,Guizhou,146
20200331,Hainan,168
20200331,Hebei,321
20200331,Heilongjiang,484
20200331,Henan,1276
20200331,Hong Kong,714
20200331,Hubei,67801
20200331,Hunan,1018
20200331,Inner Mongolia,107
20200331,Jiangsu,646
20200331,Jiangxi,937
20200331,Jilin,98
20200331,Liaoning,139
20200331,Ningxia,75
20200331,Shaanxi,253
20200331,Shandong,774
20200331,Shanghai,509
20200331,Shanxi,136
20200331,Sichuan,550
20200331,Tianjin,174
20200331,Xinjiang,76
20200331,Yunnan,182
20200331,Zhejiang,1257
20200401,Anhui,990
20200401,Beijing,580
20200401,Chongqing,579
20200401,Fujian,345
20200401,Gansu,138
20200401,Guangdong,1501
20200401,Guangxi,254
20200401,Guizhou,146
20200401,Hainan,168
20200401,Hebei,323
20200401,Heilongjiang,484
20200401,Henan,1276
20200401,Hong Kong,765
20200401,Hubei,67802
20200401,Hunan,1018
20200401,Inner Mongolia,111
20200401,Jiangsu,646
20200401,Jiangxi,937
20200401,Jilin,98
20200401,Liaoning,140
20200401,Ningxia,75
20200401,Shaanxi,255
20200401,Shandong,774
20200401,Shanghai,516
20200401,Shanxi,137
20200401,Sichuan,552
20200401,Tianjin,176
20200401,Xinjiang,76
20200401,Yunnan,182
20200401,Zhejiang,1257
20200402,Anhui,990
20200402,Beijing,582
20200402,Chongqing,579
20200402,Fujian,345
20200402,Gansu,138
20200402,Guangdong,1507
20200402,Guangxi,254
20200402,Guizhou,146
20200402,Hainan,168
20200402,Hebei,325
20200402,Heilongjiang,488
20200402,Henan,1276
20200402,Hong Kong,802
20200402,Hubei,67802
20200402,Hunan,1019
20200402,Inner Mongolia,117
20200402,Jiangsu,647
20200402,Jiangxi,937
20200402,Jilin,98
20200402,Liaoning,141
20200402,Ningxia,75
20200402,Shaanxi,255
20200402,Shandong,775
20200402,Shanghai,522
20200402,Shanxi,137
20200402,Sichuan,554
20200402,Tianjin,176
20200402,Xinjiang,76
20200402,Yunnan,183
20200402,Zhejiang,1258
20200403,Anhui,990
20200403,Beijing,584
20200403,Chongqing,579
20200403,Fujian,349
20200403,Gansu,138
20200403,Guangdong,1514
20200403,Guangxi,254
20200403,Guizhou,146
20200403,Hainan,168
20200403,Hebei,326
20200403,Heilongjiang,489
20200403,Henan,1276
20200403,Hong Kong,845
20200403,Hubei,67802
20200403,Hunan,1019
20200403,Inner Mongolia,117
20200403,Jiangsu,651
20200403,Jiangxi,937
20200403,Jilin,98
20200403,Liaoning,141
20200403,Ningxia,75
20200403,Shaanxi,255
20200403,Shandong,778
20200403,Shanghai,526
20200403,Shanxi,137
20200403,Sichuan,555
20200403,Tianjin,180
20200403,Xinjiang,76
20200403,Yunnan,184
20200403,Zhejiang,1260
20200404,Anhui,990
20200404,Beijing,585
20200404,Chongqing,579
20200404,Fujian,350
20200404,Gansu,138
20200404,Guangdong,1516
20200404,Guangxi,254
20200404,Guizhou,146
20200404,Hainan,168
20200404,Hebei,326
20200404,Heilongjiang,491
20200404,Henan,1276
20200404,Hong Kong,862
20200404,Hubei,67803
20200404,Hunan,1019
20200404,Inner Mongolia,117
20200404,Jiangsu,651
20200404,Jiangxi,937
20200404,Jilin,98
20200404,Liaoning,141
20200404,Ningxia,75
20200404,Shaanxi,256
20200404,Shandong,778
20200404,Shanghai,529
20200404,Shanxi,137
20200404,Sichuan,557
20200404,Tianjin,180
20200404,Xinjiang,76
20200404,Yunnan,184
20200404,Zhejiang,1262
20200405,Anhui,990
20200405,Beijing,586
20200405,Chongqing,579
20200405,Fujian,350
20200405,Gansu,138
20200405,Guangdong,1524
20200405,Guangxi,254
20200405,Guizhou,146
20200405,Hainan,168
20200405,Hebei,327
20200405,Heilongjiang,504
20200405,Henan,1276
20200405,Hong Kong,890
20200405,Hubei,67803
20200405,Hunan,1019
20200405,Inner Mongolia,117
20200405,Jiangsu,651
20200405,Jiangxi,937
20200405,Jilin,98
20200405,Liaoning,142
20200405,Ningxia,75
20200405,Shaanxi,256
20200405,Shandong,779
20200405,Shanghai,531
20200405,Shanxi,138
20200405,Sichuan,558
20200405,Tianjin,180
20200405,Xinjiang,76
20200405,Yunnan,184
20200405,Zhejiang,1263
20200406,Anhui,990
20200406,Beijing,587
20200406,Chongqing,579
20200406,Fujian,350
20200406,Gansu,139
20200406,Guangdong,1532
20200406,Guangxi,254
20200406,Guizhou,146
20200406,Hainan,168
20200406,Hebei,327
20200406,Heilongjiang,524
20200406,Henan,1276
20200406,Hong Kong,914
20200406,Hubei,67803
20200406,Hunan,1019
20200406,Inner Mongolia,118
20200406,Jiangsu,651
20200406,Jiangxi,937
20200406,Jilin,98
20200406,Liaoning,142
20200406,Ningxia,75
20200406,Shaanxi,256
20200406,Shandong,780
20200406,Shanghai,536
20200406,Shanxi,138
20200406,Sichuan,559
20200406,Tianjin,180
20200406,Xinjiang,76
20200406,Yunnan,184
20200406,Zhejiang,1264
20200407,Anhui,990
20200407,Beijing,587
20200407,Chongqing,579
20200407,Fujian,351
20200407,Gansu,139
20200407,Guangdong,1533
20200407,Guangxi,254
20200407,Guizhou,146
20200407,Hainan,168
20200407,Hebei,327
20200407,Heilongjiang,544
20200407,Henan,1276
20200407,Hong Kong,935
20200407,Hubei,67803
20200407,Hunan,1019
20200407,Inner Mongolia,121
20200407,Jiangsu,651
20200407,Jiangxi,937
20200407,Jilin,98
20200407,Liaoning,144
20200407,Ningxia,75
20200407,Shaanxi,256
20200407,Shandong,781
20200407,Shanghai,538
20200407,Shanxi,138
20200407,Sichuan,560
20200407,Tianjin,180
20200407,Xinjiang,76
20200407,Yunnan,184
20200407,Zhejiang,1265
20200408,Anhui,990
20200408,Beijing,588
20200408,Chongqing,579
20200408,Fujian,351
20200408,Gansu,139
20200408,Guangdong,1536
20200408,Guangxi,254
20200408,Guizhou,146
20200408,Hainan,168
20200408,Hebei,327
20200408,Heilongjiang,569
20200408,Henan,1276
20200408,Hong Kong,960
20200408,Hubei,67803
20200408,Hunan,1019
20200408,Inner Mongolia,124
20200408,Jiangsu,651
20200408,Jiangxi,937
20200408,Jilin,98
20200408,Liaoning,144
20200408,Ningxia,75
20200408,Shaanxi,256
20200408,Shandong,783
20200408,Shanghai,543
20200408,Shanxi,163
20200408,Sichuan,560
20200408,Tianjin,180
20200408,Xinjiang,76
20200408,Yunnan,184
20200408,Zhejiang,1266
20200409,Anhui,991
20200409,Beijing,588
20200409,Chongqing,579
20200409,Fujian,351
20200409,Gansu,139
20200409,Guangdong,1539
20200409,Guangxi,254
20200409,Guizhou,146
20200409,Hainan,168
20200409,Hebei,327
20200409,Heilongjiang,609
20200409,Henan,1276
20200409,Hong Kong,973
20200409,Hubei,67803
20200409,Hunan,1019
20200409,Inner Mongolia,126
20200409,Jiangsu,651
20200409,Jiangxi,937
20200409,Jilin,98
20200409,Liaoning,144
20200409,Ningxia,75
20200409,Shaanxi,256
20200409,Shandong,783
20200409,Shanghai,552
20200409,Shanxi,166
20200409,Sichuan,560
20200409,Tianjin,182
20200409,Xinjiang,76
20200409,Yunnan,184
20200409,Zhejiang,1267
20200410,Anhui,991
20200410,Beijing,588
20200410,Chongqing,579
20200410,Fujian,351
20200410,Gansu,139
20200410,Guangdong,1544
20200410,Guangxi,254
20200410,Guizhou,146
20200410,Hainan,168
20200410,Hebei,327
20200410,Heilongjiang,638
20200410,Henan,1276
20200410,Hong Kong,989
20200410,Hubei,67803
20200410,Hunan,1019
20200410,Inner Mongolia,128
20200410,Jiangsu,651
20200410,Jiangxi,937
20200410,Jilin,98
20200410,Liaoning,144
20200410,Ningxia,75
20200410,Shaanxi,256
20200410,Shandong,783
20200410,Shanghai,555
20200410,Shanxi,168
20200410,Sichuan,560
20200410,Tianjin,183
20200410,Xinjiang,76
20200410,Yunnan,184
20200410,Zhejiang,1267
20200411,Anhui,991
20200411,Beijing,589
20200411,Chongqing,579
20200411,Fujian,351
20200411,Gansu,139
20200411,Guangdong,1548
20200411,Guangxi,254
20200411,Guizhou,146
20200411,Hainan,168
20200411,Hebei,327
20200411,Heilongjiang,661
20200411,Henan,1276
20200411,Hong Kong,1000
20200411,Hubei,67803
20200411,Hunan,1019
20200411,Inner Mongolia,155
20200411,Jiangsu,652
20200411,Jiangxi,937
20200411,Jilin,98
20200411,Liaoning,145
20200411,Ningxia,75
20200411,Shaanxi,256
20200411,Shandong,784
20200411,Shanghai,555
20200411,Shanxi,172
20200411,Sichuan,560
20200411,Tianjin,183
20200411,Xinjiang,76
20200411,Yunnan,184
20200411,Zhejiang,1267
20200412,Anhui,991
20200412,Beijing,589
20200412,Chongqing,579
20200412,Fujian,352
20200412,Gansu,139
20200412,Guangdong,1552
20200412,Guangxi,254
20200412,Guizhou,146
20200412,Hainan,168
20200412,Hebei,327
20200412,Heilongjiang,684
20200412,Henan,1276
20200412,Hong Kong,1004
20200412,Hubei,67803
20200412,Hunan,1019
20200412,Inner Mongolia,189
20200412,Jiangsu,653
20200412,Jiangxi,937
20200412,Jilin,99
20200412,Liaoning,145
20200412,Ningxia,75
20200412,Shaanxi,256
20200412,Shandong,784
20200412,Shanghai,607
20200412,Shanxi,172
20200412,Sichuan,560
20200412,Tianjin,183
20200412,Xinjiang,76
20200412,Yunnan,184
20200412,Zhejiang,1267
20200413,Anhui,991
20200413,Beijing,589
20200413,Chongqing,579
20200413,Fujian,352
20200413,Gansu,139
20200413,Guangdong,1555
20200413,Guangxi,254
20200413,Guizhou,146
20200413,Hainan,168
20200413,Hebei,327
20200413,Heilongjiang,740
20200413,Henan,1276
20200413,Hong Kong,1009
20200413,Hubei,67803
20200413,Hunan,1019
20200413,Inner Mongolia,190
20200413,Jiangsu,653
20200413,Jiangxi,937
20200413,Jilin,100
20200413,Liaoning,145
20200413,Ningxia,75
20200413,Shaanxi,256
